epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.0381,1.19248,2.58236,1.29351,0.01172,1,0.84825,0.61859,0.86466,2.99746,1.21214,0.0004,0.0004,0.0004
